PSFType,Param1Name,Param1Value,Param2Name,Param2Value,NSR,LapVar,Tenengrad,HighFreqRatio,Mean,Std,Entropy,SaturationRatio,ClipRatio,LapGain,TenengradGain,HighFreqGain,NoiseGain,Score
motion,LEN,29,THETA,75,0.03,0.00898441489308211,0.257069116728538,0.00430763686750336,0.474837678915111,0.172487913329734,7.41097923402346,0.014619341563786,0.0111111111111111,1.07856903495844,2.07415426478032,1.24617833971595,1.14946780421908,0.506756885506103
motion,LEN,27,THETA,-30,0.03,0.0110333708812794,0.293567356788494,0.00396981097420092,0.474319883508235,0.179509296316327,7.42949484733446,0.0212242798353909,0.0169855967078189,1.32454392694209,2.36863919257223,1.14844695618067,1.23940916182872,0.50537297649796
motion,LEN,29,THETA,60,0.03,0.0115123060308216,0.285388813484995,0.0049795828105094,0.474665578004154,0.177206822562345,7.42669467144831,0.0194238683127572,0.0149794238683128,1.38203956001299,2.3026508673758,1.4405690243048,1.26092942782593,0.50516079223367
motion,LEN,25,THETA,-55,0.03,0.0108161935061285,0.299607289248618,0.00467814422733136,0.474757222907832,0.175910210772142,7.41680336006525,0.0178703703703704,0.0140946502057613,1.29847202412829,2.4173722019301,1.35336431214696,1.24835188135976,0.505051922193907
motion,LEN,27,THETA,-65,0.03,0.00970692547097359,0.276781472922194,0.00417016325373677,0.474847185561649,0.174671074065166,7.41840999012007,0.0159876543209877,0.0124074074074074,1.16530562782702,2.23320280467598,1.20640789363894,1.18002568311967,0.504709035849542
motion,LEN,25,THETA,-75,0.03,0.0108391667520138,0.289828918734856,0.00502368920504636,0.47486359808168,0.173063800679267,7.40827892091379,0.0147736625514403,0.0112757201646091,1.30122993679587,2.33847572007406,1.45332878916092,1.25292628611083,0.504365631219553
motion,LEN,23,THETA,-70,0.03,0.0103814753646629,0.300095063429139,0.00450190358951479,0.47490182527376,0.173766851923143,7.41049432617849,0.015216049382716,0.0116255144032922,1.24628459379485,2.42130779290911,1.30237875505843,1.23422303213922,0.503391314127179
motion,LEN,27,THETA,-75,0.03,0.00943503397765545,0.271679674969209,0.00442724046028713,0.474813548330557,0.172892856256208,7.41102152694643,0.014320987654321,0.0114197530864198,1.13266535586146,2.19203910474619,1.28077907586522,1.18019828229697,0.501874363799458
motion,LEN,33,THETA,60,0.03,0.00942600629930484,0.254472608262806,0.00409458754458987,0.474514327279649,0.177693333188889,7.43119612114524,0.0194958847736626,0.015298353909465,1.13158159309645,2.05320441605375,1.18454420952526,1.15024450978018,0.497632574025433
motion,LEN,29,THETA,65,0.03,0.00954794338926522,0.268101938420824,0.0042814942221118,0.474900447268436,0.174684108576066,7.41931226171661,0.0168106995884774,0.0132921810699588,1.14622000539256,2.16317224740241,1.23861539988794,1.17328557546226,0.49723289282151
motion,LEN,31,THETA,-85,0.03,0.00853431674097326,0.246975685436983,0.00412819038821978,0.474935903744114,0.172071936822526,7.4165486398018,0.0132098765432099,0.00982510288065844,1.02453525141952,1.99271572472515,1.1942653483242,1.12650999010995,0.494495517862192
motion,LEN,23,THETA,-60,0.03,0.0106556035776121,0.303906445241467,0.0043698288115872,0.474811586394881,0.175174105464293,7.41063169815951,0.0173765432098765,0.0137448559670782,1.27919338146929,2.45205980988163,1.26417016586239,1.2371772874241,0.491724982248547
