退化函数,高斯模糊,,
sigma,1.5,,
hsize,11,,
NSR,0.03,,
指标,输入图像,维纳滤波,最终结果
拉普拉斯方差,0.00650897538232986,0.00688518074770999,0.00696122397373412
Tenengrad,0.0713661542208632,0.213116234799991,0.214624262493938
高频能量比,0.00245076822951151,0.00389216889404935,0.00393735702427142
熵,7.05404889920956,7.19467746377656,7.1953205247978
